"artists"                                                                          ,"explicit","genre"                               ,"lyric"                                                                                                                                     ,"musixmatch_rating","rank","title"
"GERARDO DIAZ Y SU GERARQUIA"                                                      ,0.0       ,"Latin / Regional Mexicano"           ,"Ayer miré a tu novio
Un poco indeciso
Me pasó por enfrente
Dio dos o tres vueltas
Yo hice caso omiso

Todo relajado
Me fumé un cigarro
Lo miré un poco tenso
Y de momento dije
Aquí va a pasar algo

De pronto se detuvo
Se me paró el frente
Comenzó a decirme
Que mucho lo amabas
Que contigo hoy duerme

Comenzó a decirme
Puras tonterías
Hablándome de ti
Feo se expresaba
Hasta con groserías

Como ese patan
Puede hablar de ti
Lo que ustedes hagan
Que sea entre ustedes
No pa' presumir

Hombres como él
...


 "                                                                                                                      ,17.0               ,167   ,"NO QUISE DECIRLE"
"PIPE BUENO"                                                                       ,0.0       ,"Music"                               ,"Eres tan bella
Con vestidos y ropa elegante
Esas cosas que no puedo comprarte
Pero él sabrá cómprarte

Muchos dirían
Que son la pareja perfecta
En las fotos te miras contenta
Pero nooo
No son lo que aparentan

Sólo yo sé la verdad
Que a mí no memolesta
Cuando él te presume
Porque al final

Con ropa eres de él
...


 "                                                                                                           ,18.0               ,168   ,"SIN ROPA ERES MIA"
"CUARTO DE MILLA"                                                                  ,""        ,""                                    ,""                                                                                                                                          ,14.0               ,169   ,"AGARRO CAMINO"
"ARACELY ARAMBULA"                                                                 ,0.0       ,""                                    ,"Te tengo malas noticias
No me fue tan mal sin ti
Ni me faltaste ni me doliste
Ni me morí si te creías inolvidable
Ya ves que no es así

De ti mejor ni pregunto
Se ve que no eres tan feliz
Ni me olvidaste, ni superaste lo que te di
En cambio, yo todo este tiempo ni me acordé de ti

Tal vez te hubiera extrañado
Pero no tuve ni tiempo la verdad
Estaba muy ocupada disfrutando de alguien más
...


 "                                                                                           ,8.0                ,170   ,"MALAS NOTICIAS"
"LEGADO MYM"                                                                       ,0.0       ,"Latin / Regional Mexicano"           ,"¿Para qué quieres mirarme?
¿De qué me quieres hablar?
Sí ya todo está bien dicho, sabes que no hay marcha atrás
Que por mí vienes sufriendo, ese ya no es mi problema

Lo hubieras pensado antes
Ahí te quedas con tus penas
O ahí te quedas como quieras, olvidarme es tu tarea
Ya no sufriré por ti, tú ya no vales la pena

...


 "                                                                                   ,5.0                ,171   ,"AHÍ TE QUEDAS CON TUS PENAS"
"BANDA RENOVACION"                                                                 ,0.0       ,""                                    ,"No me cae de golpe, ya tu decisión
Se podría decir que estaba preparado
Sé perfectamente que así es el amor
No quiso quedarse de este lado

No pasa nada
Si me dices que te marchas
Si no te miro mañana
El mundo no se va acabar

Suele pasar
Esto ya me había pasado antes
Estoy seguro que voy a olvidarte
En unos días estaré normal

Suele pasar
...


 "                                                                                                        ,17.0               ,172   ,"SUELE PASAR"
"LOS ANGELES AZULES, ABEL PINTOS"                                                  ,0.0       ,""                                    ,"Ella, aún no pecando me besaba
Me fascinaba, me embriagaba
Aún no hacíamos el amor

Dejamos caer la espalda en la cama
De insinuaciones ya rogabas
Nuestras primeras caricias de amor

Y la hice llorar y la hice sufrir
Y la hice recordar
Que yo amé otro amor
Un amor sin control
Que a mi vida trastornó
Un amor sin medidas

...


 "                                                                                                          ,28.0               ,173   ,"Y LA HICE LLORAR"
"ELSA RIOS"                                                                        ,""        ,""                                    ,""                                                                                                                                          ,""                 ,174   ,"EMBUSTERO"
"ANA BARBARA, BRONCO"                                                              ,""        ,""                                    ,""                                                                                                                                          ,""                 ,175   ,"MI CORAZON"
"RAYITO COLOMBIANO"                                                                ,""        ,"Latin / Salsa y Tropical"            ,""                                                                                                                                          ,21.0               ,176   ,"CANCHIS CANCHIS"
"LOS INQUIETOS DEL NORTE"                                                          ,""        ,""                                    ,""                                                                                                                                          ,""                 ,177   ,"MEXICO MEXICO"
"LEANDRO RÍOS FT. LORENZO DE MONTECLARO"                                           ,""        ,"Latin"                               ,""                                                                                                                                          ,18.0               ,178   ,"YA BEBÍ"
"LOS CARNALES DE NUEVO LEON"                                                       ,0.0       ,"Music"                               ,"Y no te confundas
Esto es Carnales de Nuevo León

El alcohol ya no me hace
Aunque me pase por todo el cuerpo
La anestesia no me sirve
Ya no me borra esto que siento
Encontré otra manera
De superarte sin borrachera
Para que venga el olvido
Voy a tomarme mis propias penas

...


 "                                                                                                           ,13.0               ,179   ,"SALUD CON AGUA"
"KIKIN Y LOS ASTROS"                                                               ,""        ,"Music"                               ,""                                                                                                                                          ,14.0               ,180   ,"MALDITO VICIO"
"LA BANDONONONA CLAVE NUEVA"                                                       ,0.0       ,"Latin / Regional Mexicano"           ,"Te quise tanto
Cuando te fuiste en vez de ahogarme en llanto
Me quedé deseando siempre lo mejor
No te culpo, ni te odio
Total que ya pasó

Te quise tanto
Y pesar de todo no pensé en rogarte
Me quedé con el recuerdo de tu amor
Y al final como es costumbre
El que más perdí fui yo

Pa' tu buena suerte, no te deseo mal
Solo te deseo
...


 "                                                                                               ,15.0               ,181   ,"TE DESEO"
"JOVANNY CADENA Y SU ESTILO PRIVADO"                                               ,0.0       ,""                                    ,"¿Dónde quedaron esas promesas?
Creo que juraste, más de la cuenta
Y no me digas que me quisiste
Porque alguien que ama, no hace lo que tú me hiciste

Se me acabaron todas las fuerzas
Yo que te daba mi vida entera
Y hasta mi orgullo, lo destruiste
Ahora, te tragas todo lo que me dijiste

Ya no queda nada, todo se ha acabado
...


 "                                                                                        ,24.0               ,182   ,"YA NO QUEDA NADA"
